HivePath,HiveType,Description,Category,KeyPath,ValueName,ValueType,ValueData,ValueData2,ValueData3,Comment,Recursive,Deleted,LastWriteTimestamp,PluginDetailFile
artifacts\registry.0xfffff8a000129010.NTUSERDAT.reg,NtUser,Internet Explorer,Web Browsers,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Internet Explorer\Main,Disable Script Debugger,RegSz,yes,,,Internet Explorer Registry artifacts,False,False,2009-07-14 04:45:47.8780480,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,WinLogon,System Info,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows NT\CurrentVersion\Winlogon,AutoAdminLogon,RegSz,1,,,"Displays whether the system will automatically login a user as Admin, 0 = Disabled, 1 = Enabled",False,False,2025-02-07 12:13:55.8164128,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,WinLogon,System Info,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows NT\CurrentVersion\Winlogon,DefaultUserName,RegSz,victim machine,,,Displays the default username the system will log in as,False,False,2025-02-07 12:13:55.8164128,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,LogonUI,System Info,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\Authentication\LogonUI,LastLoggedOnUser,RegSz,.\victim machine,,,Displays the last logged on SAM user,False,False,2025-02-07 12:13:56.1752134,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,LogonUI,System Info,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\Authentication\LogonUI,LastLoggedOnSAMUser,RegSz,WIN-3M6ADARIMNH\victim machine,,,Displays the last logged on user,False,False,2025-02-07 12:13:56.1752134,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,Network Connections,System Info,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows NT\CurrentVersion\NetworkList,Multiple,(plugin),Name: Network Type: Wired,First Connect LOCAL: 2025-01-14 22:19:05.0900000 Last Connect LOCAL: 2025-01-14 22:20:36.8220000,Gateway MAC: 00-50-56-E2-A5-12,Displays list of network connections,False,False,2025-01-15 06:19:05.0905750,output\20250315134057\20250315134057_KnownNetworks_registry.0xfffff8a00165c010.SOFTWARE.reg.csv
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,Network Connections,System Info,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows NT\CurrentVersion\NetworkList,Multiple,(plugin),Name: Network  2 Type: Wired,First Connect LOCAL: 2025-02-07 19:22:10.4980000 Last Connect LOCAL: 2025-02-07 20:13:57.2200000,Gateway MAC: 00-50-56-F7-E3-1A,Displays list of network connections,False,False,2025-01-15 06:19:05.0905750,output\20250315134057\20250315134057_KnownNetworks_registry.0xfffff8a00165c010.SOFTWARE.reg.csv
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,LogonBanner,System Info,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\Policies\System,legalnoticecaption,RegSz,,,,Legal text caption that is displayed to a user before logon,False,False,2009-07-14 05:01:33.1720741,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,LogonBanner,System Info,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\Policies\System,legalnoticetext,RegSz,,,,Legal text displayed to the user for acknowledgment before logon,False,False,2009-07-14 05:01:33.1720741,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,LogonBanner,System Info,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows NT\CurrentVersion\Winlogon,LegalNoticeCaption,RegSz,,,,Legal text caption that is displayed to a user before logon,False,False,2025-02-07 12:13:55.8164128,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,LogonBanner,System Info,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows NT\CurrentVersion\Winlogon,LegalNoticeText,RegSz,,,,Legal text displayed to the user for acknowledgment before logon,False,False,2025-02-07 12:13:55.8164128,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,System Info (Current),System Info,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows NT\CurrentVersion,SystemRoot,RegSz,C:\Windows,,,Current location of %SystemRoot% Environment Variable,False,False,2025-02-07 11:50:02.5476334,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,System Info (Current),System Info,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows NT\CurrentVersion,RegisteredOwner,RegSz,Windows User,,,Current registered owner,False,False,2025-02-07 11:50:02.5476334,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,System Info (Current),System Info,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows NT\CurrentVersion,RegisteredOrganization,RegSz,,,,Current registered organization,False,False,2025-02-07 11:50:02.5476334,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,System Info (Current),System Info,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows NT\CurrentVersion,ProductName,RegSz,Windows 7 Professional,,,Current OS name,False,False,2025-02-07 11:50:02.5476334,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,System Info (Current),System Info,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows NT\CurrentVersion,InstallDate,RegDword,2025-01-14 14:20:39.0000000,,,Current OS install date,False,False,2025-02-07 11:50:02.5476334,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,System Info (Current),System Info,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows NT\CurrentVersion,InstallationType,RegSz,Client,,,Current OS installation type,False,False,2025-02-07 11:50:02.5476334,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,System Info (Current),System Info,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows NT\CurrentVersion,EditionID,RegSz,Professional,,,Current OS version and install info,False,False,2025-02-07 11:50:02.5476334,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,System Info (Current),System Info,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows NT\CurrentVersion,CurrentBuildNumber,RegSz,7601,,,Current OS version and install info,False,False,2025-02-07 11:50:02.5476334,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,System Info (Current),System Info,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows NT\CurrentVersion,CurrentBuild,RegSz,7601,,,Current OS build information,False,False,2025-02-07 11:50:02.5476334,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,System Info (Current),System Info,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows NT\CurrentVersion,BuildLab,RegSz,7601.win7sp1_rtm.101119-1850,,,Current OS build information,False,False,2025-02-07 11:50:02.5476334,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,Volume Info Cache,Devices,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows Search\VolumeInfoCache,Multiple,(plugin),DriveName: C: VolumeLabel:  DriveType: Fixed,Timestamp: 2009-07-14 05:09:50.6845321,,"2 = Removable, 3 = Fixed, 4 = Network, 5 = Optical, 6 = RAM disk, 0 = Unknown",False,False,2009-07-14 05:09:50.7001321,output\20250315134057\20250315134057_VolumeInfoCache_registry.0xfffff8a00165c010.SOFTWARE.reg.csv
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,Volume Info Cache,Devices,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows Search\VolumeInfoCache,Multiple,(plugin),DriveName: D: VolumeLabel: TestOS DriveType: Fixed,Timestamp: 2009-07-14 05:09:50.6845321,,"2 = Removable, 3 = Fixed, 4 = Network, 5 = Optical, 6 = RAM disk, 0 = Unknown",False,False,2009-07-14 05:09:50.7001321,output\20250315134057\20250315134057_VolumeInfoCache_registry.0xfffff8a00165c010.SOFTWARE.reg.csv
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,Volume Info Cache,Devices,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows Search\VolumeInfoCache,Multiple,(plugin),DriveName: E: VolumeLabel: Extra DriveType: Fixed,Timestamp: 2025-02-07 11:59:25.2803653,,"2 = Removable, 3 = Fixed, 4 = Network, 5 = Optical, 6 = RAM disk, 0 = Unknown",False,False,2009-07-14 05:09:50.7001321,output\20250315134057\20250315134057_VolumeInfoCache_registry.0xfffff8a00165c010.SOFTWARE.reg.csv
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,Volume Info Cache,Devices,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows Search\VolumeInfoCache,Multiple,(plugin),DriveName: F: VolumeLabel:  DriveType: Fixed,Timestamp: 2009-07-14 05:09:50.7001321,,"2 = Removable, 3 = Fixed, 4 = Network, 5 = Optical, 6 = RAM disk, 0 = Unknown",False,False,2009-07-14 05:09:50.7001321,output\20250315134057\20250315134057_VolumeInfoCache_registry.0xfffff8a00165c010.SOFTWARE.reg.csv
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,Volume Info Cache,Devices,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows Search\VolumeInfoCache,Multiple,(plugin),DriveName: G: VolumeLabel:  DriveType: Fixed,Timestamp: 2009-07-14 05:09:50.7001321,,"2 = Removable, 3 = Fixed, 4 = Network, 5 = Optical, 6 = RAM disk, 0 = Unknown",False,False,2009-07-14 05:09:50.7001321,output\20250315134057\20250315134057_VolumeInfoCache_registry.0xfffff8a00165c010.SOFTWARE.reg.csv
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,Volume Info Cache,Devices,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows Search\VolumeInfoCache,Multiple,(plugin),DriveName: H: VolumeLabel:  DriveType: Fixed,Timestamp: 2009-07-14 05:09:50.7001321,,"2 = Removable, 3 = Fixed, 4 = Network, 5 = Optical, 6 = RAM disk, 0 = Unknown",False,False,2009-07-14 05:09:50.7001321,output\20250315134057\20250315134057_VolumeInfoCache_registry.0xfffff8a00165c010.SOFTWARE.reg.csv
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,Volume Info Cache,Devices,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows Search\VolumeInfoCache,Multiple,(plugin),DriveName: I: VolumeLabel:  DriveType: Fixed,Timestamp: 2009-07-14 05:09:50.7001321,,"2 = Removable, 3 = Fixed, 4 = Network, 5 = Optical, 6 = RAM disk, 0 = Unknown",False,False,2009-07-14 05:09:50.7001321,output\20250315134057\20250315134057_VolumeInfoCache_registry.0xfffff8a00165c010.SOFTWARE.reg.csv
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,Windows Portable Devices,Devices,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows Portable Devices,Multiple,(plugin),"Device: DISK&VEN_GENERAL&PROD_UDISK&REV_5.00 SerialNumber: 7&B84678D&0&_&0 Guid: ",FriendlyName: E:\,Timestamp: 2025-02-07 11:23:18.9003652,Displays list of USB devices previously connected to this system,False,False,2009-07-14 04:49:00.2419859,output\20250315134057\20250315134057_WindowsPortableDevices_registry.0xfffff8a00165c010.SOFTWARE.reg.csv
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,User Accounts (SOFTWARE),User Accounts,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows NT\CurrentVersion\ProfileList,Multiple,(plugin),KeyName: S-1-5-18,Timestamp: 2009-07-14 04:53:25.7804181,ProfileImagePath: %systemroot%\system32\config\systemprofile,User accounts in SOFTWARE hive,False,False,2025-01-14 14:20:42.4852264,output\20250315134057\20250315134057_ProfileList_registry.0xfffff8a00165c010.SOFTWARE.reg.csv
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,User Accounts (SOFTWARE),User Accounts,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows NT\CurrentVersion\ProfileList,Multiple,(plugin),KeyName: S-1-5-19,Timestamp: 2025-01-15 06:16:45.7490011,ProfileImagePath: C:\Windows\ServiceProfiles\LocalService,User accounts in SOFTWARE hive,False,False,2025-01-14 14:20:42.4852264,output\20250315134057\20250315134057_ProfileList_registry.0xfffff8a00165c010.SOFTWARE.reg.csv
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,User Accounts (SOFTWARE),User Accounts,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows NT\CurrentVersion\ProfileList,Multiple,(plugin),KeyName: S-1-5-20,Timestamp: 2025-01-15 06:16:45.7490011,ProfileImagePath: C:\Windows\ServiceProfiles\NetworkService,User accounts in SOFTWARE hive,False,False,2025-01-14 14:20:42.4852264,output\20250315134057\20250315134057_ProfileList_registry.0xfffff8a00165c010.SOFTWARE.reg.csv
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,User Accounts (SOFTWARE),User Accounts,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows NT\CurrentVersion\ProfileList,Multiple,(plugin),KeyName: S-1-5-21-1074993871-1730380631-692495208-1000,Timestamp: 2025-02-07 12:21:58.0196737,ProfileImagePath: C:\Users\victim machine,User accounts in SOFTWARE hive,False,False,2025-01-14 14:20:42.4852264,output\20250315134057\20250315134057_ProfileList_registry.0xfffff8a00165c010.SOFTWARE.reg.csv
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,RADAR,Program Execution,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\RADAR\HeapLeakDetection,Multiple,(plugin),Filename: csrss.exe,"LastDetectionTime: ",KeyName: ReflectionApplications,Displays applications that were running at one point in time on this system,False,False,2009-07-14 04:49:00.2263859,output\20250315134057\20250315134057_RADAR_registry.0xfffff8a00165c010.SOFTWARE.reg.csv
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,RADAR,Program Execution,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\RADAR\HeapLeakDetection,Multiple,(plugin),Filename: dwm.exe,"LastDetectionTime: ",KeyName: ReflectionApplications,Displays applications that were running at one point in time on this system,False,False,2009-07-14 04:49:00.2263859,output\20250315134057\20250315134057_RADAR_registry.0xfffff8a00165c010.SOFTWARE.reg.csv
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,RADAR,Program Execution,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\RADAR\HeapLeakDetection,Multiple,(plugin),Filename: explorer.exe,"LastDetectionTime: ",KeyName: ReflectionApplications,Displays applications that were running at one point in time on this system,False,False,2009-07-14 04:49:00.2263859,output\20250315134057\20250315134057_RADAR_registry.0xfffff8a00165c010.SOFTWARE.reg.csv
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,RADAR,Program Execution,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\RADAR\HeapLeakDetection,Multiple,(plugin),Filename: gadgethost.exe,"LastDetectionTime: ",KeyName: ReflectionApplications,Displays applications that were running at one point in time on this system,False,False,2009-07-14 04:49:00.2263859,output\20250315134057\20250315134057_RADAR_registry.0xfffff8a00165c010.SOFTWARE.reg.csv
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,RADAR,Program Execution,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\RADAR\HeapLeakDetection,Multiple,(plugin),Filename: mobsync.exe,"LastDetectionTime: ",KeyName: ReflectionApplications,Displays applications that were running at one point in time on this system,False,False,2009-07-14 04:49:00.2263859,output\20250315134057\20250315134057_RADAR_registry.0xfffff8a00165c010.SOFTWARE.reg.csv
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,RADAR,Program Execution,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\RADAR\HeapLeakDetection,Multiple,(plugin),Filename: msascui.exe,"LastDetectionTime: ",KeyName: ReflectionApplications,Displays applications that were running at one point in time on this system,False,False,2009-07-14 04:49:00.2263859,output\20250315134057\20250315134057_RADAR_registry.0xfffff8a00165c010.SOFTWARE.reg.csv
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,RADAR,Program Execution,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\RADAR\HeapLeakDetection,Multiple,(plugin),Filename: sidebar.exe,"LastDetectionTime: ",KeyName: ReflectionApplications,Displays applications that were running at one point in time on this system,False,False,2009-07-14 04:49:00.2263859,output\20250315134057\20250315134057_RADAR_registry.0xfffff8a00165c010.SOFTWARE.reg.csv
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,RADAR,Program Execution,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\RADAR\HeapLeakDetection,Multiple,(plugin),Filename: splwow64.exe,"LastDetectionTime: ",KeyName: ReflectionApplications,Displays applications that were running at one point in time on this system,False,False,2009-07-14 04:49:00.2263859,output\20250315134057\20250315134057_RADAR_registry.0xfffff8a00165c010.SOFTWARE.reg.csv
