HivePath,HiveType,Description,Category,KeyPath,ValueName,ValueType,ValueData,ValueData2,ValueData3,Comment,Recursive,Deleted,LastWriteTimestamp,PluginDetailFile
artifacts\registry.0xfffff8a000129010.NTUSERDAT.reg,NtUser,Internet Explorer,Web Browsers,CMI-CreateHive{D43B12B8-09B5-40DB-B4F6-F6DFEB78DAEC}\Software\Microsoft\Internet Explorer\Main,Disable Script Debugger,RegSz,yes,,,Internet Explorer Registry artifacts,False,False,2009-07-14 04:45:47.8780480,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,WinLogon,System Info,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows NT\CurrentVersion\Winlogon,AutoAdminLogon,RegSz,1,,,"Displays whether the system will automatically login a user as Admin, 0 = Disabled, 1 = Enabled",False,False,2025-02-07 12:13:55.8164128,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,WinLogon,System Info,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows NT\CurrentVersion\Winlogon,DefaultUserName,RegSz,victim machine,,,Displays the default username the system will log in as,False,False,2025-02-07 12:13:55.8164128,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,LogonUI,System Info,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\Authentication\LogonUI,LastLoggedOnUser,RegSz,.\victim machine,,,Displays the last logged on SAM user,False,False,2025-02-07 12:13:56.1752134,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,LogonUI,System Info,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\Authentication\LogonUI,LastLoggedOnSAMUser,RegSz,WIN-3M6ADARIMNH\victim machine,,,Displays the last logged on user,False,False,2025-02-07 12:13:56.1752134,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,Network Connections,System Info,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows NT\CurrentVersion\NetworkList,(default),RegSz,192.228.79.201,,,Displays list of network connections,False,False,2025-01-15 06:19:05.0905750,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,Network Connections,System Info,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows NT\CurrentVersion\NetworkList,FirstNetwork,RegDword,0,,,Displays list of network connections,False,False,2025-01-15 06:19:05.0905750,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,LogonBanner,System Info,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\Policies\System,legalnoticecaption,RegSz,,,,Legal text caption that is displayed to a user before logon,False,False,2009-07-14 05:01:33.1720741,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,LogonBanner,System Info,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\Policies\System,legalnoticetext,RegSz,,,,Legal text displayed to the user for acknowledgment before logon,False,False,2009-07-14 05:01:33.1720741,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,LogonBanner,System Info,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows NT\CurrentVersion\Winlogon,LegalNoticeCaption,RegSz,,,,Legal text caption that is displayed to a user before logon,False,False,2025-02-07 12:13:55.8164128,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,LogonBanner,System Info,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows NT\CurrentVersion\Winlogon,LegalNoticeText,RegSz,,,,Legal text displayed to the user for acknowledgment before logon,False,False,2025-02-07 12:13:55.8164128,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,System Info (Current),System Info,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows NT\CurrentVersion,SystemRoot,RegSz,C:\Windows,,,Current location of %SystemRoot% Environment Variable,False,False,2025-02-07 11:50:02.5476334,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,System Info (Current),System Info,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows NT\CurrentVersion,RegisteredOwner,RegSz,Windows User,,,Current registered owner,False,False,2025-02-07 11:50:02.5476334,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,System Info (Current),System Info,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows NT\CurrentVersion,RegisteredOrganization,RegSz,,,,Current registered organization,False,False,2025-02-07 11:50:02.5476334,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,System Info (Current),System Info,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows NT\CurrentVersion,ProductName,RegSz,Windows 7 Professional,,,Current OS name,False,False,2025-02-07 11:50:02.5476334,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,System Info (Current),System Info,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows NT\CurrentVersion,InstallDate,RegDword,2025-01-14 14:20:39.0000000,,,Current OS install date,False,False,2025-02-07 11:50:02.5476334,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,System Info (Current),System Info,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows NT\CurrentVersion,InstallationType,RegSz,Client,,,Current OS installation type,False,False,2025-02-07 11:50:02.5476334,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,System Info (Current),System Info,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows NT\CurrentVersion,EditionID,RegSz,Professional,,,Current OS version and install info,False,False,2025-02-07 11:50:02.5476334,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,System Info (Current),System Info,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows NT\CurrentVersion,CurrentBuildNumber,RegSz,7601,,,Current OS version and install info,False,False,2025-02-07 11:50:02.5476334,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,System Info (Current),System Info,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows NT\CurrentVersion,CurrentBuild,RegSz,7601,,,Current OS build information,False,False,2025-02-07 11:50:02.5476334,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,System Info (Current),System Info,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows NT\CurrentVersion,BuildLab,RegSz,7601.win7sp1_rtm.101119-1850,,,Current OS build information,False,False,2025-02-07 11:50:02.5476334,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,Volume Info Cache,Devices,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows Search\VolumeInfoCache,,,,,,"2 = Removable, 3 = Fixed, 4 = Network, 5 = Optical, 6 = RAM disk, 0 = Unknown",False,False,2009-07-14 05:09:50.7001321,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,Windows Portable Devices,Devices,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows Portable Devices,,,,,,Displays list of USB devices previously connected to this system,False,False,2009-07-14 04:49:00.2419859,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,User Accounts (SOFTWARE),User Accounts,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows NT\CurrentVersion\ProfileList,ProfilesDirectory,RegExpandSz,%SystemDrive%\Users,,,User accounts in SOFTWARE hive,False,False,2025-01-14 14:20:42.4852264,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,User Accounts (SOFTWARE),User Accounts,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows NT\CurrentVersion\ProfileList,Default,RegExpandSz,%SystemDrive%\Users\Default,,,User accounts in SOFTWARE hive,False,False,2025-01-14 14:20:42.4852264,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,User Accounts (SOFTWARE),User Accounts,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows NT\CurrentVersion\ProfileList,Public,RegExpandSz,%SystemDrive%\Users\Public,,,User accounts in SOFTWARE hive,False,False,2025-01-14 14:20:42.4852264,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,User Accounts (SOFTWARE),User Accounts,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows NT\CurrentVersion\ProfileList,ProgramData,RegExpandSz,%SystemDrive%\ProgramData,,,User accounts in SOFTWARE hive,False,False,2025-01-14 14:20:42.4852264,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,RADAR,Program Execution,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\RADAR\HeapLeakDetection,,,,,,Displays applications that were running at one point in time on this system,False,False,2009-07-14 04:49:00.2263859,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,Run (SYSTEM),Autoruns,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\Run,NIS-DF-2425T2-Group02,RegSz,"Hello, P1kasaur!",,,Program execution upon successful user logon,False,False,2025-02-07 12:12:48.8093792,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,RunOnce (SYSTEM),Autoruns,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\RunOnce,,,,,,Program execution upon successful user logon,False,False,2025-02-07 11:22:11.1220204,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,Scheduled Tasks (TaskCache),Autoruns,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows NT\CurrentVersion\Schedule\TaskCache\Tasks,,,,,,Displays Scheduled Tasks and their last start/stop time,False,False,2025-02-07 12:20:58.4791595,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,Event Logs Logging Status,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Analytic,Enabled,RegDword,0,,,"Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",True,False,2009-07-14 04:53:26.1548187,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,Event Logs Logging Status,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\DirectShowFilterGraph,Enabled,RegDword,0,,,"Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",True,False,2009-07-14 04:53:26.1548187,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,Event Logs Logging Status,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\DirectShowPluginControl,Enabled,RegDword,0,,,"Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",True,False,2009-07-14 04:53:26.1548187,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,Event Logs Logging Status,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\EndpointMapper,Enabled,RegDword,0,,,"Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",True,False,2009-07-14 04:53:26.1548187,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,Event Logs Logging Status,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\ForwardedEvents,Enabled,RegDword,0,,,"Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",True,False,2009-07-14 04:53:26.1548187,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,Event Logs Logging Status,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\MediaFoundationDeviceProxy,Enabled,RegDword,0,,,"Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",True,False,2009-07-14 04:53:26.1548187,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,Event Logs Logging Status,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\MediaFoundationPerformance,Enabled,RegDword,0,,,"Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",True,False,2009-07-14 04:53:26.1548187,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,Event Logs Logging Status,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\MediaFoundationPipeline,Enabled,RegDword,0,,,"Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",True,False,2009-07-14 04:53:26.1548187,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,Event Logs Logging Status,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\MediaFoundationPlatform,Enabled,RegDword,0,,,"Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",True,False,2009-07-14 04:53:26.1548187,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,Event Logs Logging Status,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\MF_MediaFoundationDeviceProxy,Enabled,RegDword,0,,,"Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",True,False,2009-07-14 04:53:26.1548187,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,Event Logs Logging Status,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-IE/Diagnostic,Enabled,RegDword,0,,,"Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",True,False,2009-07-14 04:53:26.1548187,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,Event Logs Logging Status,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-IEFRAME/Diagnostic,Enabled,RegDword,0,,,"Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",True,False,2009-07-14 04:53:26.1548187,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,Event Logs Logging Status,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-PerfTrack-IEFRAME/Diagnostic,Enabled,RegDword,0,,,"Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",True,False,2009-07-14 04:53:26.1548187,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,Event Logs Logging Status,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-PerfTrack-MSHTML/Diagnostic,Enabled,RegDword,0,,,"Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",True,False,2009-07-14 04:53:26.1548187,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,Event Logs Logging Status,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-ActionQueue/Analytic,Enabled,RegDword,0,,,"Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",True,False,2009-07-14 04:53:26.1548187,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,Event Logs Logging Status,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-ADSI/Debug,Enabled,RegDword,0,,,"Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",True,False,2009-07-14 04:53:26.1548187,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,Event Logs Logging Status,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-AltTab/Diagnostic,Enabled,RegDword,0,,,"Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",True,False,2009-07-14 04:53:26.1548187,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,Event Logs Logging Status,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-API-Tracing/Operational,Enabled,RegDword,1,,,"Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",True,False,2009-07-14 04:53:26.1548187,
artifacts\registry.0xfffff8a00165c010.SOFTWARE.reg,Software,Event Logs Logging Status,Event Logs,CMI-CreateHive{199DAFC2-6F16-4946-BF90-5A3FC3A60902}\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-AppID/Operational,Enabled,RegDword,1,,,"Displays the status of Windows Event Log Channels (Key Path) on this system, 0 = Disabled, 1 - Enabled",True,False,2009-07-14 04:53:26.1548187,
